id,label,label_desc
2013,26,Non-Exercise
2014,28,Plank
2015,26,Non-Exercise
2016,18,Jump Rope
2017,26,Non-Exercise
2018,46,Squat Jump
2019,26,Non-Exercise
2020,26,Non-Exercise
2021,2,Bicep Curl
2022,26,Non-Exercise
2023,51,Triceps Kickback (knee on bench) (label spans both arms)
2024,26,Non-Exercise
2025,26,Non-Exercise
2026,26,Non-Exercise
2027,26,Non-Exercise
2028,1,Band Pull-Down Row
2029,8,Device on Table
2030,26,Non-Exercise
2031,26,Non-Exercise
2032,26,Non-Exercise
2033,4,Burpee
2034,40,Sit-up (hands positioned behind head)
2035,26,Non-Exercise
2036,8,Device on Table
2037,15,Dynamic Stretch (at your own pace)
2038,18,Jump Rope
2039,9,Dip
2040,26,Non-Exercise
2041,53,Triceps Kickback (knee on bench) (right arm)
2042,55,"Two-arm Dumbbell Curl (both arms, not alternating)"
2043,40,Sit-up (hands positioned behind head)
2044,26,Non-Exercise
2045,26,Non-Exercise
2046,26,Non-Exercise
2047,15,Dynamic Stretch (at your own pace)
2048,8,Device on Table
2049,26,Non-Exercise
2050,24,"Lunge (alternating both legs, weight optional)"
2051,11,Dumbbell Row (knee on bench) (label spans both arms)
2052,25,Medicine Ball Slam
2053,8,Device on Table
2054,14,Dumbbell Squat (hands at side)
2055,26,Non-Exercise
2056,33,Rowing machine
2057,60,Wall Squat
2058,26,Non-Exercise
2059,23,Lawnmower (right arm)
2060,55,"Two-arm Dumbbell Curl (both arms, not alternating)"
2061,26,Non-Exercise
2062,26,Non-Exercise
2063,26,Non-Exercise
2064,6,Chest Press (rack)
2065,8,Device on Table
2066,34,Running (treadmill)
2067,40,Sit-up (hands positioned behind head)
2068,26,Non-Exercise
2069,28,Plank
2070,26,Non-Exercise
2071,26,Non-Exercise
2072,8,Device on Table
2073,26,Non-Exercise
2074,26,Non-Exercise
2075,26,Non-Exercise
2076,26,Non-Exercise
2077,26,Non-Exercise
2078,26,Non-Exercise
2079,26,Non-Exercise
2080,42,Squat
2081,26,Non-Exercise
2082,26,Non-Exercise
2083,8,Device on Table
2084,26,Non-Exercise
2085,26,Non-Exercise
2086,26,Non-Exercise
2087,26,Non-Exercise
2088,26,Non-Exercise
2089,22,Lawnmower (left arm)
2090,26,Non-Exercise
2091,26,Non-Exercise
2092,34,Running (treadmill)
2093,25,Medicine Ball Slam
2094,8,Device on Table
2095,55,"Two-arm Dumbbell Curl (both arms, not alternating)"
2096,26,Non-Exercise
2097,26,Non-Exercise
2098,26,Non-Exercise
2099,26,Non-Exercise
2100,47,Squat Rack Shoulder Press
2101,31,Pushups
2102,26,Non-Exercise
2103,4,Burpee
2104,18,Jump Rope
2105,15,Dynamic Stretch (at your own pace)
2106,26,Non-Exercise
2107,17,Fast Alternating Punches
2108,26,Non-Exercise
2109,57,Walk
2110,5,Butterfly Sit-up
2111,17,Fast Alternating Punches
2112,26,Non-Exercise
2113,22,Lawnmower (left arm)
2114,26,Non-Exercise
2115,26,Non-Exercise
2116,38,Side Plank Left side
2117,26,Non-Exercise
2118,29,Power Boat pose
2119,36,Seated Back Fly
2120,26,Non-Exercise
2121,26,Non-Exercise
2122,26,Non-Exercise
2123,26,Non-Exercise
2124,26,Non-Exercise
2125,26,Non-Exercise
2126,26,Non-Exercise
2127,26,Non-Exercise
2128,35,Russian Twist
2129,18,Jump Rope
2130,26,Non-Exercise
2131,26,Non-Exercise
2132,33,Rowing machine
2133,49,Static stretch
2134,18,Jump Rope
2135,8,Device on Table
2136,26,Non-Exercise
2137,26,Non-Exercise
2138,26,Non-Exercise
2139,29,Power Boat pose
2140,26,Non-Exercise
2141,60,Wall Squat
2142,26,Non-Exercise
2143,18,Jump Rope
2144,60,Wall Squat
2145,26,Non-Exercise
2146,26,Non-Exercise
2147,28,Plank
2148,26,Non-Exercise
2149,8,Device on Table
2150,4,Burpee
2151,26,Non-Exercise
2152,51,Triceps Kickback (knee on bench) (label spans both arms)
2153,26,Non-Exercise
2154,26,Non-Exercise
2155,18,Jump Rope
2156,26,Non-Exercise
2157,26,Non-Exercise
2158,34,Running (treadmill)
2159,8,Device on Table
2160,26,Non-Exercise
2161,28,Plank
2162,26,Non-Exercise
2163,26,Non-Exercise
2164,26,Non-Exercise
2165,26,Non-Exercise
2166,46,Squat Jump
2167,26,Non-Exercise
2168,9,Dip
2169,14,Dumbbell Squat (hands at side)
2170,44,Squat (hands behind head)
2171,46,Squat Jump
2172,26,Non-Exercise
2173,51,Triceps Kickback (knee on bench) (label spans both arms)
2174,26,Non-Exercise
2175,45,Squat (kettlebell / goblet)
2176,26,Non-Exercise
2177,26,Non-Exercise
2178,26,Non-Exercise
2179,26,Non-Exercise
2180,26,Non-Exercise
2181,54,Triceps extension (lying down)
2182,14,Dumbbell Squat (hands at side)
2183,26,Non-Exercise
2184,19,Jumping Jacks
2185,31,Pushups
2186,22,Lawnmower (left arm)
2187,41,Sit-ups
2188,39,Side Plank Right side
2189,24,"Lunge (alternating both legs, weight optional)"
2190,26,Non-Exercise
2191,38,Side Plank Left side
2192,30,Pushup (knee or foot variation)
2193,12,Dumbbell Row (knee on bench) (left arm)
2194,26,Non-Exercise
2195,55,"Two-arm Dumbbell Curl (both arms, not alternating)"
2196,32,Repetitive Stretching
2197,9,Dip
2198,26,Non-Exercise
2199,26,Non-Exercise
2200,26,Non-Exercise
2201,26,Non-Exercise
2202,18,Jump Rope
2203,26,Non-Exercise
2204,57,Walk
2205,26,Non-Exercise
2206,26,Non-Exercise
2207,47,Squat Rack Shoulder Press
2208,18,Jump Rope
2209,31,Pushups
2210,30,Pushup (knee or foot variation)
2211,60,Wall Squat
2212,42,Squat
2213,26,Non-Exercise
2214,26,Non-Exercise
2215,26,Non-Exercise
2216,6,Chest Press (rack)
2217,33,Rowing machine
2218,26,Non-Exercise
2219,26,Non-Exercise
2220,48,Static Stretch (at your own pace)
2221,42,Squat
2222,26,Non-Exercise
2223,46,Squat Jump
2224,55,"Two-arm Dumbbell Curl (both arms, not alternating)"
2225,45,Squat (kettlebell / goblet)
2226,50,Tap Right Device
2227,26,Non-Exercise
2228,26,Non-Exercise
2229,26,Non-Exercise
2230,26,Non-Exercise
2231,54,Triceps extension (lying down)
2232,55,"Two-arm Dumbbell Curl (both arms, not alternating)"
2233,26,Non-Exercise
2234,26,Non-Exercise
2235,26,Non-Exercise
2236,8,Device on Table
2237,26,Non-Exercise
2238,26,Non-Exercise
2239,18,Jump Rope
2240,26,Non-Exercise
2241,60,Wall Squat
2242,26,Non-Exercise
2243,8,Device on Table
2244,26,Non-Exercise
2245,26,Non-Exercise
2246,26,Non-Exercise
2247,57,Walk
2248,49,Static stretch
2249,0,Arm Band Adjustment
2250,26,Non-Exercise
2251,26,Non-Exercise
2252,40,Sit-up (hands positioned behind head)
2253,28,Plank
2254,26,Non-Exercise
2255,13,Dumbbell Row (knee on bench) (right arm)
2256,26,Non-Exercise
2257,44,Squat (hands behind head)
2258,28,Plank
2259,26,Non-Exercise
2260,13,Dumbbell Row (knee on bench) (right arm)
2261,26,Non-Exercise
2262,26,Non-Exercise
2263,26,Non-Exercise
2264,18,Jump Rope
2265,26,Non-Exercise
2266,12,Dumbbell Row (knee on bench) (left arm)
2267,29,Power Boat pose
2268,40,Sit-up (hands positioned behind head)
2269,13,Dumbbell Row (knee on bench) (right arm)
2270,26,Non-Exercise
2271,46,Squat Jump
2272,16,Elliptical machine
2273,2,Bicep Curl
2274,50,Tap Right Device
2275,47,Squat Rack Shoulder Press
2276,26,Non-Exercise
2277,26,Non-Exercise
2278,57,Walk
2279,26,Non-Exercise
2280,5,Butterfly Sit-up
2281,9,Dip
2282,5,Butterfly Sit-up
2283,26,Non-Exercise
2284,26,Non-Exercise
2285,26,Non-Exercise
2286,26,Non-Exercise
2287,28,Plank
2288,17,Fast Alternating Punches
2289,26,Non-Exercise
2290,20,Kettlebell Swing
2291,6,Chest Press (rack)
2292,5,Butterfly Sit-up
2293,26,Non-Exercise
2294,26,Non-Exercise
2295,26,Non-Exercise
2296,26,Non-Exercise
2297,9,Dip
2298,26,Non-Exercise
2299,38,Side Plank Left side
2300,5,Butterfly Sit-up
2301,26,Non-Exercise
2302,26,Non-Exercise
2303,56,V-up
2304,26,Non-Exercise
2305,26,Non-Exercise
2306,29,Power Boat pose
2307,26,Non-Exercise
2308,40,Sit-up (hands positioned behind head)
2309,26,Non-Exercise
2310,8,Device on Table
2311,26,Non-Exercise
2312,26,Non-Exercise
2313,16,Elliptical machine
2314,26,Non-Exercise
2315,26,Non-Exercise
2316,26,Non-Exercise
2317,26,Non-Exercise
2318,48,Static Stretch (at your own pace)
2319,55,"Two-arm Dumbbell Curl (both arms, not alternating)"
2320,26,Non-Exercise
2321,58,Walking lunge
2322,26,Non-Exercise
2323,16,Elliptical machine
2324,0,Arm Band Adjustment
2325,26,Non-Exercise
2326,29,Power Boat pose
2327,49,Static stretch
2328,44,Squat (hands behind head)
2329,26,Non-Exercise
2330,53,Triceps Kickback (knee on bench) (right arm)
2331,4,Burpee
2332,26,Non-Exercise
2333,26,Non-Exercise
2334,24,"Lunge (alternating both legs, weight optional)"
2335,55,"Two-arm Dumbbell Curl (both arms, not alternating)"
2336,28,Plank
2337,28,Plank
2338,18,Jump Rope
2339,6,Chest Press (rack)
2340,26,Non-Exercise
2341,15,Dynamic Stretch (at your own pace)
2342,11,Dumbbell Row (knee on bench) (label spans both arms)
2343,10,Dumbbell Deadlift Row
2344,26,Non-Exercise
2345,26,Non-Exercise
2346,40,Sit-up (hands positioned behind head)
2347,12,Dumbbell Row (knee on bench) (left arm)
2348,26,Non-Exercise
2349,27,Overhead Triceps Extension
2350,43,"Squat (arms in front of body, parallel to ground)"
2351,26,Non-Exercise
2352,19,Jumping Jacks
2353,43,"Squat (arms in front of body, parallel to ground)"
2354,26,Non-Exercise
2355,20,Kettlebell Swing
2356,26,Non-Exercise
2357,26,Non-Exercise
2358,26,Non-Exercise
2359,28,Plank
2360,12,Dumbbell Row (knee on bench) (left arm)
2361,8,Device on Table
2362,4,Burpee
2363,26,Non-Exercise
2364,15,Dynamic Stretch (at your own pace)
2365,26,Non-Exercise
2366,49,Static stretch
2367,26,Non-Exercise
2368,9,Dip
2369,4,Burpee
2370,26,Non-Exercise
2371,26,Non-Exercise
2372,37,Shoulder Press (dumbbell)
2373,10,Dumbbell Deadlift Row
2374,26,Non-Exercise
2375,26,Non-Exercise
2376,43,"Squat (arms in front of body, parallel to ground)"
2377,26,Non-Exercise
2378,20,Kettlebell Swing
2379,26,Non-Exercise
2380,3,Biceps Curl (band)
2381,26,Non-Exercise
2382,9,Dip
2383,60,Wall Squat
2384,26,Non-Exercise
2385,45,Squat (kettlebell / goblet)
2386,26,Non-Exercise
2387,11,Dumbbell Row (knee on bench) (label spans both arms)
2388,26,Non-Exercise
2389,59,Wall Ball
2390,26,Non-Exercise
2391,26,Non-Exercise
2392,26,Non-Exercise
2393,26,Non-Exercise
2394,32,Repetitive Stretching
2395,26,Non-Exercise
2396,56,V-up
2397,26,Non-Exercise
2398,26,Non-Exercise
2399,26,Non-Exercise
2400,26,Non-Exercise
2401,26,Non-Exercise
2402,29,Power Boat pose
2403,26,Non-Exercise
2404,26,Non-Exercise
2405,48,Static Stretch (at your own pace)
2406,2,Bicep Curl
2407,17,Fast Alternating Punches
2408,60,Wall Squat
2409,10,Dumbbell Deadlift Row
2410,26,Non-Exercise
2411,26,Non-Exercise
2412,26,Non-Exercise
2413,26,Non-Exercise
2414,18,Jump Rope
2415,26,Non-Exercise
2416,45,Squat (kettlebell / goblet)
2417,24,"Lunge (alternating both legs, weight optional)"
2418,8,Device on Table
2419,26,Non-Exercise
2420,8,Device on Table
2421,56,V-up
2422,26,Non-Exercise
2423,30,Pushup (knee or foot variation)
2424,26,Non-Exercise
2425,9,Dip
2426,26,Non-Exercise
2427,33,Rowing machine
2428,48,Static Stretch (at your own pace)
2429,26,Non-Exercise
2430,26,Non-Exercise
2431,26,Non-Exercise
2432,26,Non-Exercise
2433,20,Kettlebell Swing
2434,55,"Two-arm Dumbbell Curl (both arms, not alternating)"
2435,43,"Squat (arms in front of body, parallel to ground)"
2436,26,Non-Exercise
2437,26,Non-Exercise
2438,41,Sit-ups
2439,26,Non-Exercise
2440,35,Russian Twist
2441,26,Non-Exercise
2442,16,Elliptical machine
2443,18,Jump Rope
2444,26,Non-Exercise
2445,11,Dumbbell Row (knee on bench) (label spans both arms)
2446,26,Non-Exercise
2447,20,Kettlebell Swing
2448,59,Wall Ball
2449,8,Device on Table
2450,26,Non-Exercise
2451,26,Non-Exercise
2452,42,Squat
2453,26,Non-Exercise
2454,26,Non-Exercise
2455,50,Tap Right Device
2456,26,Non-Exercise
2457,51,Triceps Kickback (knee on bench) (label spans both arms)
2458,48,Static Stretch (at your own pace)
2459,26,Non-Exercise
2460,26,Non-Exercise
2461,19,Jumping Jacks
2462,26,Non-Exercise
2463,3,Biceps Curl (band)
2464,26,Non-Exercise
2465,36,Seated Back Fly
2466,26,Non-Exercise
2467,56,V-up
2468,9,Dip
2469,26,Non-Exercise
2470,52,Triceps Kickback (knee on bench) (left arm)
2471,31,Pushups
2472,26,Non-Exercise
2473,4,Burpee
2474,26,Non-Exercise
2475,57,Walk
2476,36,Seated Back Fly
2477,42,Squat
2478,27,Overhead Triceps Extension
2479,26,Non-Exercise
2480,40,Sit-up (hands positioned behind head)
2481,26,Non-Exercise
2482,26,Non-Exercise
2483,26,Non-Exercise
2484,8,Device on Table
2485,60,Wall Squat
2486,26,Non-Exercise
2487,26,Non-Exercise
2488,26,Non-Exercise
2489,60,Wall Squat
2490,8,Device on Table
2491,43,"Squat (arms in front of body, parallel to ground)"
2492,26,Non-Exercise
2493,8,Device on Table
2494,31,Pushups
2495,26,Non-Exercise
2496,26,Non-Exercise
2497,26,Non-Exercise
2498,17,Fast Alternating Punches
2499,26,Non-Exercise
2500,7,Crunch
2501,26,Non-Exercise
2502,26,Non-Exercise
2503,25,Medicine Ball Slam
2504,18,Jump Rope
2505,26,Non-Exercise
2506,45,Squat (kettlebell / goblet)
2507,26,Non-Exercise
2508,26,Non-Exercise
2509,26,Non-Exercise
2510,50,Tap Right Device
2511,57,Walk
2512,26,Non-Exercise
2513,56,V-up
2514,26,Non-Exercise
2515,26,Non-Exercise
2516,26,Non-Exercise
2517,0,Arm Band Adjustment
2518,26,Non-Exercise
2519,0,Arm Band Adjustment
2520,10,Dumbbell Deadlift Row
2521,37,Shoulder Press (dumbbell)
2522,59,Wall Ball
2523,4,Burpee
2524,26,Non-Exercise
2525,26,Non-Exercise
2526,43,"Squat (arms in front of body, parallel to ground)"
2527,27,Overhead Triceps Extension
2528,26,Non-Exercise
2529,40,Sit-up (hands positioned behind head)
2530,32,Repetitive Stretching
2531,26,Non-Exercise
2532,26,Non-Exercise
2533,26,Non-Exercise
2534,11,Dumbbell Row (knee on bench) (label spans both arms)
2535,26,Non-Exercise
2536,27,Overhead Triceps Extension
2537,44,Squat (hands behind head)
2538,35,Russian Twist
2539,4,Burpee
2540,12,Dumbbell Row (knee on bench) (left arm)
2541,22,Lawnmower (left arm)
2542,26,Non-Exercise
2543,34,Running (treadmill)
2544,50,Tap Right Device
2545,11,Dumbbell Row (knee on bench) (label spans both arms)
2546,26,Non-Exercise
2547,43,"Squat (arms in front of body, parallel to ground)"
2548,26,Non-Exercise
2549,51,Triceps Kickback (knee on bench) (label spans both arms)
2550,26,Non-Exercise
2551,26,Non-Exercise
2552,26,Non-Exercise
2553,26,Non-Exercise
2554,24,"Lunge (alternating both legs, weight optional)"
2555,34,Running (treadmill)
2556,26,Non-Exercise
2557,27,Overhead Triceps Extension
2558,26,Non-Exercise
2559,19,Jumping Jacks
2560,26,Non-Exercise
2561,26,Non-Exercise
2562,26,Non-Exercise
2563,26,Non-Exercise
2564,50,Tap Right Device
2565,20,Kettlebell Swing
2566,26,Non-Exercise
2567,26,Non-Exercise
2568,8,Device on Table
2569,26,Non-Exercise
2570,33,Rowing machine
2571,40,Sit-up (hands positioned behind head)
2572,41,Sit-ups
2573,44,Squat (hands behind head)
2574,26,Non-Exercise
2575,2,Bicep Curl
2576,26,Non-Exercise
2577,26,Non-Exercise
2578,26,Non-Exercise
2579,26,Non-Exercise
2580,26,Non-Exercise
2581,26,Non-Exercise
2582,26,Non-Exercise
2583,26,Non-Exercise
2584,26,Non-Exercise
2585,45,Squat (kettlebell / goblet)
2586,0,Arm Band Adjustment
2587,26,Non-Exercise
2588,26,Non-Exercise
2589,26,Non-Exercise
2590,26,Non-Exercise
2591,26,Non-Exercise
2592,5,Butterfly Sit-up
2593,19,Jumping Jacks
2594,26,Non-Exercise
2595,26,Non-Exercise
2596,26,Non-Exercise
2597,27,Overhead Triceps Extension
2598,26,Non-Exercise
2599,35,Russian Twist
2600,26,Non-Exercise
2601,26,Non-Exercise
2602,26,Non-Exercise
2603,24,"Lunge (alternating both legs, weight optional)"
2604,28,Plank
2605,26,Non-Exercise
2606,26,Non-Exercise
2607,4,Burpee
2608,26,Non-Exercise
2609,15,Dynamic Stretch (at your own pace)
2610,32,Repetitive Stretching
2611,6,Chest Press (rack)
2612,60,Wall Squat
2613,20,Kettlebell Swing
2614,6,Chest Press (rack)
2615,1,Band Pull-Down Row
2616,36,Seated Back Fly
2617,26,Non-Exercise
2618,26,Non-Exercise
2619,26,Non-Exercise
2620,8,Device on Table
2621,35,Russian Twist
2622,28,Plank
2623,26,Non-Exercise
2624,5,Butterfly Sit-up
2625,26,Non-Exercise
2626,53,Triceps Kickback (knee on bench) (right arm)
2627,26,Non-Exercise
2628,26,Non-Exercise
2629,11,Dumbbell Row (knee on bench) (label spans both arms)
2630,26,Non-Exercise
2631,26,Non-Exercise
2632,26,Non-Exercise
2633,28,Plank
2634,26,Non-Exercise
2635,26,Non-Exercise
2636,26,Non-Exercise
2637,3,Biceps Curl (band)
2638,3,Biceps Curl (band)
2639,12,Dumbbell Row (knee on bench) (left arm)
2640,26,Non-Exercise
2641,37,Shoulder Press (dumbbell)
2642,26,Non-Exercise
2643,58,Walking lunge
2644,26,Non-Exercise
2645,48,Static Stretch (at your own pace)
2646,56,V-up
2647,49,Static stretch
2648,26,Non-Exercise
2649,4,Burpee
2650,38,Side Plank Left side
2651,26,Non-Exercise
2652,8,Device on Table
2653,26,Non-Exercise
2654,26,Non-Exercise
2655,6,Chest Press (rack)
2656,26,Non-Exercise
2657,39,Side Plank Right side
2658,29,Power Boat pose
2659,26,Non-Exercise
2660,15,Dynamic Stretch (at your own pace)
2661,26,Non-Exercise
2662,7,Crunch
2663,4,Burpee
2664,26,Non-Exercise
2665,55,"Two-arm Dumbbell Curl (both arms, not alternating)"
2666,26,Non-Exercise
2667,8,Device on Table
2668,10,Dumbbell Deadlift Row
2669,8,Device on Table
2670,26,Non-Exercise
2671,8,Device on Table
2672,58,Walking lunge
2673,46,Squat Jump
2674,26,Non-Exercise
2675,26,Non-Exercise
2676,26,Non-Exercise
2677,26,Non-Exercise
2678,26,Non-Exercise
2679,34,Running (treadmill)
2680,26,Non-Exercise
2681,44,Squat (hands behind head)
2682,29,Power Boat pose
2683,26,Non-Exercise
2684,26,Non-Exercise
2685,43,"Squat (arms in front of body, parallel to ground)"
2686,18,Jump Rope
2687,26,Non-Exercise
2688,26,Non-Exercise
2689,9,Dip
2690,26,Non-Exercise
2691,34,Running (treadmill)
2692,18,Jump Rope
2693,50,Tap Right Device
2694,20,Kettlebell Swing
2695,26,Non-Exercise
2696,26,Non-Exercise
2697,26,Non-Exercise
2698,14,Dumbbell Squat (hands at side)
2699,26,Non-Exercise
2700,26,Non-Exercise
2701,26,Non-Exercise
2702,26,Non-Exercise
2703,7,Crunch
2704,26,Non-Exercise
2705,28,Plank
2706,26,Non-Exercise
2707,26,Non-Exercise
2708,26,Non-Exercise
2709,43,"Squat (arms in front of body, parallel to ground)"
2710,47,Squat Rack Shoulder Press
2711,26,Non-Exercise
2712,45,Squat (kettlebell / goblet)
2713,33,Rowing machine
2714,37,Shoulder Press (dumbbell)
2715,26,Non-Exercise
2716,47,Squat Rack Shoulder Press
2717,26,Non-Exercise
2718,56,V-up
2719,26,Non-Exercise
2720,26,Non-Exercise
2721,26,Non-Exercise
2722,47,Squat Rack Shoulder Press
2723,26,Non-Exercise
2724,26,Non-Exercise
2725,26,Non-Exercise
2726,26,Non-Exercise
2727,20,Kettlebell Swing
2728,51,Triceps Kickback (knee on bench) (label spans both arms)
2729,38,Side Plank Left side
2730,26,Non-Exercise
2731,26,Non-Exercise
2732,26,Non-Exercise
2733,26,Non-Exercise
2734,60,Wall Squat
2735,26,Non-Exercise
2736,26,Non-Exercise
2737,18,Jump Rope
2738,20,Kettlebell Swing
2739,4,Burpee
2740,26,Non-Exercise
2741,26,Non-Exercise
2742,26,Non-Exercise
2743,26,Non-Exercise
2744,26,Non-Exercise
2745,15,Dynamic Stretch (at your own pace)
2746,26,Non-Exercise
2747,26,Non-Exercise
2748,8,Device on Table
2749,5,Butterfly Sit-up
2750,26,Non-Exercise
2751,58,Walking lunge
2752,30,Pushup (knee or foot variation)
2753,28,Plank
2754,8,Device on Table
2755,26,Non-Exercise
2756,37,Shoulder Press (dumbbell)
2757,14,Dumbbell Squat (hands at side)
2758,26,Non-Exercise
2759,24,"Lunge (alternating both legs, weight optional)"
2760,26,Non-Exercise
2761,9,Dip
2762,41,Sit-ups
2763,26,Non-Exercise
2764,13,Dumbbell Row (knee on bench) (right arm)
2765,49,Static stretch
2766,8,Device on Table
2767,26,Non-Exercise
2768,26,Non-Exercise
2769,26,Non-Exercise
2770,26,Non-Exercise
2771,26,Non-Exercise
2772,15,Dynamic Stretch (at your own pace)
2773,26,Non-Exercise
2774,26,Non-Exercise
2775,8,Device on Table
2776,7,Crunch
2777,26,Non-Exercise
2778,8,Device on Table
2779,26,Non-Exercise
2780,26,Non-Exercise
2781,37,Shoulder Press (dumbbell)
2782,37,Shoulder Press (dumbbell)
2783,21,Lateral Raise
2784,26,Non-Exercise
2785,42,Squat
2786,26,Non-Exercise
2787,26,Non-Exercise
2788,26,Non-Exercise
2789,26,Non-Exercise
2790,26,Non-Exercise
2791,56,V-up
2792,26,Non-Exercise
2793,26,Non-Exercise
2794,55,"Two-arm Dumbbell Curl (both arms, not alternating)"
2795,26,Non-Exercise
2796,26,Non-Exercise
2797,26,Non-Exercise
2798,40,Sit-up (hands positioned behind head)
2799,42,Squat
2800,26,Non-Exercise
2801,51,Triceps Kickback (knee on bench) (label spans both arms)
2802,26,Non-Exercise
2803,5,Butterfly Sit-up
2804,13,Dumbbell Row (knee on bench) (right arm)
2805,3,Biceps Curl (band)
2806,31,Pushups
2807,18,Jump Rope
2808,26,Non-Exercise
2809,26,Non-Exercise
2810,26,Non-Exercise
2811,41,Sit-ups
2812,24,"Lunge (alternating both legs, weight optional)"
2813,7,Crunch
2814,26,Non-Exercise
2815,26,Non-Exercise
2816,26,Non-Exercise
2817,26,Non-Exercise
2818,26,Non-Exercise
2819,52,Triceps Kickback (knee on bench) (left arm)
2820,33,Rowing machine
2821,26,Non-Exercise
2822,26,Non-Exercise
2823,26,Non-Exercise
2824,10,Dumbbell Deadlift Row
2825,44,Squat (hands behind head)
2826,17,Fast Alternating Punches
2827,26,Non-Exercise
2828,26,Non-Exercise
2829,38,Side Plank Left side
2830,50,Tap Right Device
2831,26,Non-Exercise
2832,26,Non-Exercise
2833,26,Non-Exercise
2834,26,Non-Exercise
2835,26,Non-Exercise
2836,49,Static stretch
2837,26,Non-Exercise
2838,8,Device on Table
2839,26,Non-Exercise
2840,27,Overhead Triceps Extension
2841,26,Non-Exercise
2842,4,Burpee
2843,26,Non-Exercise
2844,9,Dip
2845,26,Non-Exercise
2846,47,Squat Rack Shoulder Press
2847,26,Non-Exercise
2848,26,Non-Exercise
2849,16,Elliptical machine
2850,19,Jumping Jacks
2851,26,Non-Exercise
2852,31,Pushups
2853,16,Elliptical machine
2854,42,Squat
2855,51,Triceps Kickback (knee on bench) (label spans both arms)
2856,26,Non-Exercise
2857,26,Non-Exercise
2858,26,Non-Exercise
2859,26,Non-Exercise
2860,26,Non-Exercise
2861,26,Non-Exercise
2862,26,Non-Exercise
2863,26,Non-Exercise
2864,26,Non-Exercise
2865,33,Rowing machine
2866,26,Non-Exercise
2867,26,Non-Exercise
2868,26,Non-Exercise
2869,26,Non-Exercise
2870,26,Non-Exercise
2871,26,Non-Exercise
2872,26,Non-Exercise
2873,26,Non-Exercise
2874,1,Band Pull-Down Row
2875,26,Non-Exercise
2876,59,Wall Ball
2877,13,Dumbbell Row (knee on bench) (right arm)
2878,57,Walk
2879,13,Dumbbell Row (knee on bench) (right arm)
2880,26,Non-Exercise
2881,26,Non-Exercise
2882,26,Non-Exercise
2883,26,Non-Exercise
2884,24,"Lunge (alternating both legs, weight optional)"
2885,26,Non-Exercise
2886,26,Non-Exercise
2887,26,Non-Exercise
2888,3,Biceps Curl (band)
2889,43,"Squat (arms in front of body, parallel to ground)"
2890,26,Non-Exercise
2891,26,Non-Exercise
2892,26,Non-Exercise
2893,26,Non-Exercise
2894,26,Non-Exercise
2895,26,Non-Exercise
2896,26,Non-Exercise
2897,26,Non-Exercise
2898,28,Plank
2899,22,Lawnmower (left arm)
2900,26,Non-Exercise
2901,60,Wall Squat
2902,14,Dumbbell Squat (hands at side)
2903,34,Running (treadmill)
2904,26,Non-Exercise
2905,26,Non-Exercise
2906,16,Elliptical machine
2907,26,Non-Exercise
2908,24,"Lunge (alternating both legs, weight optional)"
2909,33,Rowing machine
2910,26,Non-Exercise
2911,26,Non-Exercise
2912,26,Non-Exercise
2913,26,Non-Exercise
2914,41,Sit-ups
2915,39,Side Plank Right side
2916,26,Non-Exercise
2917,26,Non-Exercise
2918,26,Non-Exercise
2919,26,Non-Exercise
2920,18,Jump Rope
2921,43,"Squat (arms in front of body, parallel to ground)"
2922,26,Non-Exercise
2923,26,Non-Exercise
2924,22,Lawnmower (left arm)
2925,53,Triceps Kickback (knee on bench) (right arm)
2926,35,Russian Twist
2927,45,Squat (kettlebell / goblet)
2928,26,Non-Exercise
2929,55,"Two-arm Dumbbell Curl (both arms, not alternating)"
2930,26,Non-Exercise
2931,26,Non-Exercise
2932,26,Non-Exercise
2933,26,Non-Exercise
2934,48,Static Stretch (at your own pace)
2935,2,Bicep Curl
2936,35,Russian Twist
2937,26,Non-Exercise
2938,9,Dip
2939,3,Biceps Curl (band)
2940,44,Squat (hands behind head)
2941,48,Static Stretch (at your own pace)
2942,26,Non-Exercise
2943,21,Lateral Raise
2944,26,Non-Exercise
2945,26,Non-Exercise
2946,55,"Two-arm Dumbbell Curl (both arms, not alternating)"
2947,17,Fast Alternating Punches
2948,21,Lateral Raise
2949,0,Arm Band Adjustment
2950,26,Non-Exercise
2951,7,Crunch
2952,35,Russian Twist
2953,7,Crunch
2954,26,Non-Exercise
2955,26,Non-Exercise
2956,12,Dumbbell Row (knee on bench) (left arm)
2957,26,Non-Exercise
2958,26,Non-Exercise
2959,26,Non-Exercise
2960,8,Device on Table
2961,26,Non-Exercise
2962,1,Band Pull-Down Row
2963,55,"Two-arm Dumbbell Curl (both arms, not alternating)"
2964,38,Side Plank Left side
2965,21,Lateral Raise
2966,26,Non-Exercise
2967,58,Walking lunge
2968,17,Fast Alternating Punches
2969,36,Seated Back Fly
2970,26,Non-Exercise
2971,26,Non-Exercise
2972,26,Non-Exercise
2973,26,Non-Exercise
2974,26,Non-Exercise
2975,26,Non-Exercise
2976,26,Non-Exercise
2977,26,Non-Exercise
2978,35,Russian Twist
2979,36,Seated Back Fly
2980,11,Dumbbell Row (knee on bench) (label spans both arms)
2981,43,"Squat (arms in front of body, parallel to ground)"
2982,18,Jump Rope
2983,26,Non-Exercise
2984,50,Tap Right Device
